Date,GrAge_Admission,Statut_Vaccinal,Nb_Nvelles_Hosp
2021-10-19,50-59 ans,Non-vacciné,1
2021-10-19,50-59 ans,Vacciné 1 dose,0
2021-10-19,50-59 ans,Vacciné 2 doses,2
2021-10-19,60-69 ans,Non-vacciné,4
2021-10-19,60-69 ans,Vacciné 1 dose,0
2021-10-19,60-69 ans,Vacciné 2 doses,4
2021-10-19,70-79 ans,Non-vacciné,1
2021-10-19,70-79 ans,Vacciné 1 dose,0
2021-10-19,70-79 ans,Vacciné 2 doses,1
2021-10-19,80-89 ans,Non-vacciné,0
2021-10-19,80-89 ans,Vacciné 1 dose,0
2021-10-19,80-89 ans,Vacciné 2 doses,4
2021-10-19,90 ans et plus,Non-vacciné,0
2021-10-19,90 ans et plus,Vacciné 1 dose,0
2021-10-19,90 ans et plus,Vacciné 2 doses,1
2021-10-20,0-9 ans,0 à 4 ans,0
2021-10-20,0-9 ans,Non-vacciné,0
2021-10-20,0-9 ans,Vacciné 1 dose,0
2021-10-20,0-9 ans,Vacciné 2 doses,0
2021-10-20,10-19 ans,Non-vacciné,0
2021-10-20,10-19 ans,Vacciné 1 dose,0
2021-10-20,10-19 ans,Vacciné 2 doses,0
2021-10-20,20-29 ans,Non-vacciné,1
2021-10-20,20-29 ans,Vacciné 1 dose,0
2021-10-20,20-29 ans,Vacciné 2 doses,1
2021-10-20,30-39 ans,Non-vacciné,2
2021-10-20,30-39 ans,Vacciné 1 dose,0
2021-10-20,30-39 ans,Vacciné 2 doses,0
2021-10-20,40-49 ans,Non-vacciné,0
2021-10-20,40-49 ans,Vacciné 1 dose,0
2021-10-20,40-49 ans,Vacciné 2 doses,0
2021-10-20,50-59 ans,Non-vacciné,4
2021-10-20,50-59 ans,Vacciné 1 dose,0
2021-10-20,50-59 ans,Vacciné 2 doses,0
2021-10-20,60-69 ans,Non-vacciné,1
2021-10-20,60-69 ans,Vacciné 1 dose,0
2021-10-20,60-69 ans,Vacciné 2 doses,0
2021-10-20,70-79 ans,Non-vacciné,2
2021-10-20,70-79 ans,Vacciné 1 dose,0
2021-10-20,70-79 ans,Vacciné 2 doses,2
2021-10-20,80-89 ans,Non-vacciné,0
2021-10-20,80-89 ans,Vacciné 1 dose,0
2021-10-20,80-89 ans,Vacciné 2 doses,3
2021-10-20,90 ans et plus,Non-vacciné,0
2021-10-20,90 ans et plus,Vacciné 1 dose,0
2021-10-20,90 ans et plus,Vacciné 2 doses,2
2021-10-21,0-9 ans,0 à 4 ans,0
2021-10-21,0-9 ans,Non-vacciné,0
2021-10-21,0-9 ans,Vacciné 1 dose,0
2021-10-21,0-9 ans,Vacciné 2 doses,0
2021-10-21,10-19 ans,Non-vacciné,0
2021-10-21,10-19 ans,Vacciné 1 dose,0
2021-10-21,10-19 ans,Vacciné 2 doses,0
2021-10-21,20-29 ans,Non-vacciné,1
2021-10-21,20-29 ans,Vacciné 1 dose,0
2021-10-21,20-29 ans,Vacciné 2 doses,0
2021-10-21,30-39 ans,Non-vacciné,1
2021-10-21,30-39 ans,Vacciné 1 dose,0
2021-10-21,30-39 ans,Vacciné 2 doses,1
2021-10-21,40-49 ans,Non-vacciné,0
2021-10-21,40-49 ans,Vacciné 1 dose,0
2021-10-21,40-49 ans,Vacciné 2 doses,1
2021-10-21,50-59 ans,Non-vacciné,1
2021-10-21,50-59 ans,Vacciné 1 dose,0
2021-10-21,50-59 ans,Vacciné 2 doses,2
2021-10-21,60-69 ans,Non-vacciné,3
2021-10-21,60-69 ans,Vacciné 1 dose,0
2021-10-21,60-69 ans,Vacciné 2 doses,1
2021-10-21,70-79 ans,Non-vacciné,2
2021-10-21,70-79 ans,Vacciné 1 dose,1
2021-10-21,70-79 ans,Vacciné 2 doses,2
2021-10-21,80-89 ans,Non-vacciné,0
2021-10-21,80-89 ans,Vacciné 1 dose,0
2021-10-21,80-89 ans,Vacciné 2 doses,6
2021-10-21,90 ans et plus,Non-vacciné,0
2021-10-21,90 ans et plus,Vacciné 1 dose,0
2021-10-21,90 ans et plus,Vacciné 2 doses,2
2021-10-22,0-9 ans,0 à 4 ans,0
2021-10-22,0-9 ans,Non-vacciné,1
2021-10-22,0-9 ans,Vacciné 1 dose,0
2021-10-22,0-9 ans,Vacciné 2 doses,0
2021-10-22,10-19 ans,Non-vacciné,1
2021-10-22,10-19 ans,Vacciné 1 dose,0
2021-10-22,10-19 ans,Vacciné 2 doses,0
2021-10-22,20-29 ans,Non-vacciné,1
2021-10-22,20-29 ans,Vacciné 1 dose,0
2021-10-22,20-29 ans,Vacciné 2 doses,0
2021-10-22,30-39 ans,Non-vacciné,1
2021-10-22,30-39 ans,Vacciné 1 dose,0
2021-10-22,30-39 ans,Vacciné 2 doses,1
2021-10-22,40-49 ans,Non-vacciné,0
2021-10-22,40-49 ans,Vacciné 1 dose,0
2021-10-22,40-49 ans,Vacciné 2 doses,0
2021-10-22,50-59 ans,Non-vacciné,1
2021-10-22,50-59 ans,Vacciné 1 dose,0
2021-10-22,50-59 ans,Vacciné 2 doses,1
2021-10-22,60-69 ans,Non-vacciné,2
2021-10-22,60-69 ans,Vacciné 1 dose,0
2021-10-22,60-69 ans,Vacciné 2 doses,2
2021-10-22,70-79 ans,Non-vacciné,1
2021-10-22,70-79 ans,Vacciné 1 dose,0
2021-10-22,70-79 ans,Vacciné 2 doses,3
2021-10-22,80-89 ans,Non-vacciné,1
2021-10-22,80-89 ans,Vacciné 1 dose,2
2021-10-22,80-89 ans,Vacciné 2 doses,5
2021-10-22,90 ans et plus,Non-vacciné,0
2021-10-22,90 ans et plus,Vacciné 1 dose,0
2021-10-22,90 ans et plus,Vacciné 2 doses,2
2021-10-23,0-9 ans,0 à 4 ans,0
2021-10-23,0-9 ans,Non-vacciné,0
2021-10-23,0-9 ans,Vacciné 1 dose,0
2021-10-23,0-9 ans,Vacciné 2 doses,0
2021-10-23,10-19 ans,Non-vacciné,0
2021-10-23,10-19 ans,Vacciné 1 dose,0
2021-10-23,10-19 ans,Vacciné 2 doses,0
2021-10-23,20-29 ans,Non-vacciné,1
2021-10-23,20-29 ans,Vacciné 1 dose,0
2021-10-23,20-29 ans,Vacciné 2 doses,0
2021-10-23,30-39 ans,Non-vacciné,1
2021-10-23,30-39 ans,Vacciné 1 dose,0
2021-10-23,30-39 ans,Vacciné 2 doses,0
2021-10-23,40-49 ans,Non-vacciné,1
2021-10-23,40-49 ans,Vacciné 1 dose,0
2021-10-23,40-49 ans,Vacciné 2 doses,1
2021-10-23,50-59 ans,Non-vacciné,0
2021-10-23,50-59 ans,Vacciné 1 dose,0
2021-10-23,50-59 ans,Vacciné 2 doses,0
2021-10-23,60-69 ans,Non-vacciné,2
2021-10-23,60-69 ans,Vacciné 1 dose,0
2021-10-23,60-69 ans,Vacciné 2 doses,1
2021-10-23,70-79 ans,Non-vacciné,0
2021-10-23,70-79 ans,Vacciné 1 dose,0
2021-10-23,70-79 ans,Vacciné 2 doses,3
2021-10-23,80-89 ans,Non-vacciné,1
2021-10-23,80-89 ans,Vacciné 1 dose,0
2021-10-23,80-89 ans,Vacciné 2 doses,2
2021-10-23,90 ans et plus,Non-vacciné,2
2021-10-23,90 ans et plus,Vacciné 1 dose,0
2021-10-23,90 ans et plus,Vacciné 2 doses,0
2021-10-24,0-9 ans,0 à 4 ans,0
2021-10-24,0-9 ans,Non-vacciné,2
2021-10-24,0-9 ans,Vacciné 1 dose,0
2021-10-24,0-9 ans,Vacciné 2 doses,0
2021-10-24,10-19 ans,Non-vacciné,0
2021-10-24,10-19 ans,Vacciné 1 dose,0
2021-10-24,10-19 ans,Vacciné 2 doses,0
2021-10-24,20-29 ans,Non-vacciné,1
2021-10-24,20-29 ans,Vacciné 1 dose,0
2021-10-24,20-29 ans,Vacciné 2 doses,0
2021-10-24,30-39 ans,Non-vacciné,2
2021-10-24,30-39 ans,Vacciné 1 dose,0
2021-10-24,30-39 ans,Vacciné 2 doses,1
2021-10-24,40-49 ans,Non-vacciné,3
2021-10-24,40-49 ans,Vacciné 1 dose,0
2021-10-24,40-49 ans,Vacciné 2 doses,0
2021-10-24,50-59 ans,Non-vacciné,2
2021-10-24,50-59 ans,Vacciné 1 dose,0
2021-10-24,50-59 ans,Vacciné 2 doses,1
2021-10-24,60-69 ans,Non-vacciné,0
2021-10-24,60-69 ans,Vacciné 1 dose,0
2021-10-24,60-69 ans,Vacciné 2 doses,0
2021-10-24,70-79 ans,Non-vacciné,1
2021-10-24,70-79 ans,Vacciné 1 dose,0
2021-10-24,70-79 ans,Vacciné 2 doses,1
2021-10-24,80-89 ans,Non-vacciné,0
2021-10-24,80-89 ans,Vacciné 1 dose,0
2021-10-24,80-89 ans,Vacciné 2 doses,5
2021-10-24,90 ans et plus,Non-vacciné,0
2021-10-24,90 ans et plus,Vacciné 1 dose,0
2021-10-24,90 ans et plus,Vacciné 2 doses,1
2021-10-25,0-9 ans,0 à 4 ans,0
2021-10-25,0-9 ans,Non-vacciné,0
2021-10-25,0-9 ans,Vacciné 1 dose,0
2021-10-25,0-9 ans,Vacciné 2 doses,0
2021-10-25,10-19 ans,Non-vacciné,0
2021-10-25,10-19 ans,Vacciné 1 dose,0
2021-10-25,10-19 ans,Vacciné 2 doses,0
2021-10-25,20-29 ans,Non-vacciné,1
2021-10-25,20-29 ans,Vacciné 1 dose,0
2021-10-25,20-29 ans,Vacciné 2 doses,0
2021-10-25,30-39 ans,Non-vacciné,0
2021-10-25,30-39 ans,Vacciné 1 dose,0
2021-10-25,30-39 ans,Vacciné 2 doses,0
2021-10-25,40-49 ans,Non-vacciné,2
2021-10-25,40-49 ans,Vacciné 1 dose,0
2021-10-25,40-49 ans,Vacciné 2 doses,0
2021-10-25,50-59 ans,Non-vacciné,2
2021-10-25,50-59 ans,Vacciné 1 dose,0
2021-10-25,50-59 ans,Vacciné 2 doses,0
2021-10-25,60-69 ans,Non-vacciné,1
2021-10-25,60-69 ans,Vacciné 1 dose,0
2021-10-25,60-69 ans,Vacciné 2 doses,0
2021-10-25,70-79 ans,Non-vacciné,1
2021-10-25,70-79 ans,Vacciné 1 dose,1
2021-10-25,70-79 ans,Vacciné 2 doses,1
2021-10-25,80-89 ans,Non-vacciné,0
2021-10-25,80-89 ans,Vacciné 1 dose,1
2021-10-25,80-89 ans,Vacciné 2 doses,1
2021-10-25,90 ans et plus,Non-vacciné,0
2021-10-25,90 ans et plus,Vacciné 1 dose,0
2021-10-25,90 ans et plus,Vacciné 2 doses,0
2021-10-26,0-9 ans,0 à 4 ans,2
2021-10-26,0-9 ans,Non-vacciné,1
2021-10-26,0-9 ans,Vacciné 1 dose,0
2021-10-26,0-9 ans,Vacciné 2 doses,0
2021-10-26,10-19 ans,Non-vacciné,0
2021-10-26,10-19 ans,Vacciné 1 dose,1
2021-10-26,10-19 ans,Vacciné 2 doses,0
2021-10-26,20-29 ans,Non-vacciné,0
2021-10-26,20-29 ans,Vacciné 1 dose,0
2021-10-26,20-29 ans,Vacciné 2 doses,1
2021-10-26,30-39 ans,Non-vacciné,0
2021-10-26,30-39 ans,Vacciné 1 dose,0
2021-10-26,30-39 ans,Vacciné 2 doses,0
2021-10-26,40-49 ans,Non-vacciné,2
2021-10-26,40-49 ans,Vacciné 1 dose,1
2021-10-26,40-49 ans,Vacciné 2 doses,2
2021-10-26,50-59 ans,Non-vacciné,6
2021-10-26,50-59 ans,Vacciné 1 dose,0
2021-10-26,50-59 ans,Vacciné 2 doses,2
2021-10-26,60-69 ans,Non-vacciné,1
2021-10-26,60-69 ans,Vacciné 1 dose,0
2021-10-26,60-69 ans,Vacciné 2 doses,0
2021-10-26,70-79 ans,Non-vacciné,2
2021-10-26,70-79 ans,Vacciné 1 dose,0
2021-10-26,70-79 ans,Vacciné 2 doses,2
2021-10-26,80-89 ans,Non-vacciné,0
2021-10-26,80-89 ans,Vacciné 1 dose,0
2021-10-26,80-89 ans,Vacciné 2 doses,5
2021-10-26,90 ans et plus,Non-vacciné,0
2021-10-26,90 ans et plus,Vacciné 1 dose,0
2021-10-26,90 ans et plus,Vacciné 2 doses,3
2021-10-27,0-9 ans,0 à 4 ans,0
2021-10-27,0-9 ans,Non-vacciné,0
2021-10-27,0-9 ans,Vacciné 1 dose,0
2021-10-27,0-9 ans,Vacciné 2 doses,0
2021-10-27,10-19 ans,Non-vacciné,0
2021-10-27,10-19 ans,Vacciné 1 dose,1
2021-10-27,10-19 ans,Vacciné 2 doses,0
2021-10-27,20-29 ans,Non-vacciné,1
2021-10-27,20-29 ans,Vacciné 1 dose,0
2021-10-27,20-29 ans,Vacciné 2 doses,0
2021-10-27,30-39 ans,Non-vacciné,1
2021-10-27,30-39 ans,Vacciné 1 dose,0
2021-10-27,30-39 ans,Vacciné 2 doses,0
2021-10-27,40-49 ans,Non-vacciné,1
2021-10-27,40-49 ans,Vacciné 1 dose,1
2021-10-27,40-49 ans,Vacciné 2 doses,1
2021-10-27,50-59 ans,Non-vacciné,4
2021-10-27,50-59 ans,Vacciné 1 dose,0
2021-10-27,50-59 ans,Vacciné 2 doses,1
2021-10-27,60-69 ans,Non-vacciné,1
2021-10-27,60-69 ans,Vacciné 1 dose,0
2021-10-27,60-69 ans,Vacciné 2 doses,0
2021-10-27,70-79 ans,Non-vacciné,0
2021-10-27,70-79 ans,Vacciné 1 dose,0
2021-10-27,70-79 ans,Vacciné 2 doses,3
2021-10-27,80-89 ans,Non-vacciné,1
2021-10-27,80-89 ans,Vacciné 1 dose,0
2021-10-27,80-89 ans,Vacciné 2 doses,1
2021-10-27,90 ans et plus,Non-vacciné,0
2021-10-27,90 ans et plus,Vacciné 1 dose,0
2021-10-27,90 ans et plus,Vacciné 2 doses,1
2021-10-28,0-9 ans,0 à 4 ans,0
2021-10-28,0-9 ans,Non-vacciné,0
2021-10-28,0-9 ans,Vacciné 1 dose,0
2021-10-28,0-9 ans,Vacciné 2 doses,0
2021-10-28,10-19 ans,Non-vacciné,0
2021-10-28,10-19 ans,Vacciné 1 dose,0
2021-10-28,10-19 ans,Vacciné 2 doses,0
2021-10-28,20-29 ans,Non-vacciné,0
2021-10-28,20-29 ans,Vacciné 1 dose,1
2021-10-28,20-29 ans,Vacciné 2 doses,0
2021-10-28,30-39 ans,Non-vacciné,1
2021-10-28,30-39 ans,Vacciné 1 dose,0
2021-10-28,30-39 ans,Vacciné 2 doses,0
2021-10-28,40-49 ans,Non-vacciné,0
2021-10-28,40-49 ans,Vacciné 1 dose,0
2021-10-28,40-49 ans,Vacciné 2 doses,0
2021-10-28,50-59 ans,Non-vacciné,0
2021-10-28,50-59 ans,Vacciné 1 dose,0
2021-10-28,50-59 ans,Vacciné 2 doses,0
2021-10-28,60-69 ans,Non-vacciné,1
2021-10-28,60-69 ans,Vacciné 1 dose,0
2021-10-28,60-69 ans,Vacciné 2 doses,3
2021-10-28,70-79 ans,Non-vacciné,1
2021-10-28,70-79 ans,Vacciné 1 dose,1
2021-10-28,70-79 ans,Vacciné 2 doses,2
2021-10-28,80-89 ans,Non-vacciné,1
2021-10-28,80-89 ans,Vacciné 1 dose,0
2021-10-28,80-89 ans,Vacciné 2 doses,3
2021-10-28,90 ans et plus,Non-vacciné,0
2021-10-28,90 ans et plus,Vacciné 1 dose,0
2021-10-28,90 ans et plus,Vacciné 2 doses,1
2021-10-29,0-9 ans,0 à 4 ans,0
2021-10-29,0-9 ans,Non-vacciné,0
2021-10-29,0-9 ans,Vacciné 1 dose,0
2021-10-29,0-9 ans,Vacciné 2 doses,0
2021-10-29,10-19 ans,Non-vacciné,0
2021-10-29,10-19 ans,Vacciné 1 dose,0
2021-10-29,10-19 ans,Vacciné 2 doses,0
2021-10-29,20-29 ans,Non-vacciné,2
2021-10-29,20-29 ans,Vacciné 1 dose,0
2021-10-29,20-29 ans,Vacciné 2 doses,1
2021-10-29,30-39 ans,Non-vacciné,0
2021-10-29,30-39 ans,Vacciné 1 dose,0
2021-10-29,30-39 ans,Vacciné 2 doses,3
2021-10-29,40-49 ans,Non-vacciné,1
2021-10-29,40-49 ans,Vacciné 1 dose,0
2021-10-29,40-49 ans,Vacciné 2 doses,0
2021-10-29,50-59 ans,Non-vacciné,0
2021-10-29,50-59 ans,Vacciné 1 dose,0
2021-10-29,50-59 ans,Vacciné 2 doses,0
2021-10-29,60-69 ans,Non-vacciné,2
2021-10-29,60-69 ans,Vacciné 1 dose,0
2021-10-29,60-69 ans,Vacciné 2 doses,2
2021-10-29,70-79 ans,Non-vacciné,1
2021-10-29,70-79 ans,Vacciné 1 dose,0
2021-10-29,70-79 ans,Vacciné 2 doses,2
2021-10-29,80-89 ans,Non-vacciné,0
2021-10-29,80-89 ans,Vacciné 1 dose,0
2021-10-29,80-89 ans,Vacciné 2 doses,4
2021-10-29,90 ans et plus,Non-vacciné,0
2021-10-29,90 ans et plus,Vacciné 1 dose,0
2021-10-29,90 ans et plus,Vacciné 2 doses,3
2021-10-30,0-9 ans,0 à 4 ans,1
2021-10-30,0-9 ans,Non-vacciné,1
2021-10-30,0-9 ans,Vacciné 1 dose,0
2021-10-30,0-9 ans,Vacciné 2 doses,0
2021-10-30,10-19 ans,Non-vacciné,0
2021-10-30,10-19 ans,Vacciné 1 dose,0
2021-10-30,10-19 ans,Vacciné 2 doses,0
2021-10-30,20-29 ans,Non-vacciné,0
2021-10-30,20-29 ans,Vacciné 1 dose,0
2021-10-30,20-29 ans,Vacciné 2 doses,0
2021-10-30,30-39 ans,Non-vacciné,4
2021-10-30,30-39 ans,Vacciné 1 dose,0
2021-10-30,30-39 ans,Vacciné 2 doses,0
2021-10-30,40-49 ans,Non-vacciné,1
2021-10-30,40-49 ans,Vacciné 1 dose,0
2021-10-30,40-49 ans,Vacciné 2 doses,2
2021-10-30,50-59 ans,Non-vacciné,1
2021-10-30,50-59 ans,Vacciné 1 dose,0
2021-10-30,50-59 ans,Vacciné 2 doses,1
2021-10-30,60-69 ans,Non-vacciné,0
2021-10-30,60-69 ans,Vacciné 1 dose,0
2021-10-30,60-69 ans,Vacciné 2 doses,2
2021-10-30,70-79 ans,Non-vacciné,0
2021-10-30,70-79 ans,Vacciné 1 dose,0
2021-10-30,70-79 ans,Vacciné 2 doses,1
2021-10-30,80-89 ans,Non-vacciné,0
2021-10-30,80-89 ans,Vacciné 1 dose,0
2021-10-30,80-89 ans,Vacciné 2 doses,3
2021-10-30,90 ans et plus,Non-vacciné,0
2021-10-30,90 ans et plus,Vacciné 1 dose,0
2021-10-30,90 ans et plus,Vacciné 2 doses,3
2021-10-31,0-9 ans,0 à 4 ans,0
2021-10-31,0-9 ans,Non-vacciné,2
2021-10-31,0-9 ans,Vacciné 1 dose,0
2021-10-31,0-9 ans,Vacciné 2 doses,0
2021-10-31,10-19 ans,Non-vacciné,0
2021-10-31,10-19 ans,Vacciné 1 dose,0
2021-10-31,10-19 ans,Vacciné 2 doses,0
2021-10-31,20-29 ans,Non-vacciné,1
2021-10-31,20-29 ans,Vacciné 1 dose,0
2021-10-31,20-29 ans,Vacciné 2 doses,0
2021-10-31,30-39 ans,Non-vacciné,0
2021-10-31,30-39 ans,Vacciné 1 dose,0
2021-10-31,30-39 ans,Vacciné 2 doses,1
2021-10-31,40-49 ans,Non-vacciné,0
2021-10-31,40-49 ans,Vacciné 1 dose,0
2021-10-31,40-49 ans,Vacciné 2 doses,0
2021-10-31,50-59 ans,Non-vacciné,0
2021-10-31,50-59 ans,Vacciné 1 dose,1
2021-10-31,50-59 ans,Vacciné 2 doses,3
2021-10-31,60-69 ans,Non-vacciné,4
2021-10-31,60-69 ans,Vacciné 1 dose,0
2021-10-31,60-69 ans,Vacciné 2 doses,1
2021-10-31,70-79 ans,Non-vacciné,2
2021-10-31,70-79 ans,Vacciné 1 dose,0
2021-10-31,70-79 ans,Vacciné 2 doses,3
2021-10-31,80-89 ans,Non-vacciné,0
2021-10-31,80-89 ans,Vacciné 1 dose,0
2021-10-31,80-89 ans,Vacciné 2 doses,1
2021-10-31,90 ans et plus,Non-vacciné,1
2021-10-31,90 ans et plus,Vacciné 1 dose,0
2021-10-31,90 ans et plus,Vacciné 2 doses,0
2021-11-01,0-9 ans,0 à 4 ans,1
2021-11-01,0-9 ans,Non-vacciné,1
2021-11-01,0-9 ans,Vacciné 1 dose,0
2021-11-01,0-9 ans,Vacciné 2 doses,0
2021-11-01,10-19 ans,Non-vacciné,0
2021-11-01,10-19 ans,Vacciné 1 dose,0
2021-11-01,10-19 ans,Vacciné 2 doses,0
2021-11-01,20-29 ans,Non-vacciné,1
2021-11-01,20-29 ans,Vacciné 1 dose,0
2021-11-01,20-29 ans,Vacciné 2 doses,0
2021-11-01,30-39 ans,Non-vacciné,2
2021-11-01,30-39 ans,Vacciné 1 dose,0
2021-11-01,30-39 ans,Vacciné 2 doses,0
2021-11-01,40-49 ans,Non-vacciné,2
2021-11-01,40-49 ans,Vacciné 1 dose,0
2021-11-01,40-49 ans,Vacciné 2 doses,0
2021-11-01,50-59 ans,Non-vacciné,0
2021-11-01,50-59 ans,Vacciné 1 dose,0
2021-11-01,50-59 ans,Vacciné 2 doses,0
2021-11-01,60-69 ans,Non-vacciné,1
2021-11-01,60-69 ans,Vacciné 1 dose,0
2021-11-01,60-69 ans,Vacciné 2 doses,1
2021-11-01,70-79 ans,Non-vacciné,1
2021-11-01,70-79 ans,Vacciné 1 dose,0
2021-11-01,70-79 ans,Vacciné 2 doses,5
2021-11-01,80-89 ans,Non-vacciné,0
2021-11-01,80-89 ans,Vacciné 1 dose,0
2021-11-01,80-89 ans,Vacciné 2 doses,1
2021-11-01,90 ans et plus,Non-vacciné,0
2021-11-01,90 ans et plus,Vacciné 1 dose,0
2021-11-01,90 ans et plus,Vacciné 2 doses,2
2021-11-02,0-9 ans,0 à 4 ans,0
2021-11-02,0-9 ans,Non-vacciné,1
2021-11-02,0-9 ans,Vacciné 1 dose,0
2021-11-02,0-9 ans,Vacciné 2 doses,0
2021-11-02,10-19 ans,Non-vacciné,0
2021-11-02,10-19 ans,Vacciné 1 dose,0
2021-11-02,10-19 ans,Vacciné 2 doses,0
2021-11-02,20-29 ans,Non-vacciné,1
2021-11-02,20-29 ans,Vacciné 1 dose,0
2021-11-02,20-29 ans,Vacciné 2 doses,0
2021-11-02,30-39 ans,Non-vacciné,1
2021-11-02,30-39 ans,Vacciné 1 dose,1
2021-11-02,30-39 ans,Vacciné 2 doses,1
2021-11-02,40-49 ans,Non-vacciné,1
2021-11-02,40-49 ans,Vacciné 1 dose,0
2021-11-02,40-49 ans,Vacciné 2 doses,0
2021-11-02,50-59 ans,Non-vacciné,1
2021-11-02,50-59 ans,Vacciné 1 dose,0
2021-11-02,50-59 ans,Vacciné 2 doses,0
2021-11-02,60-69 ans,Non-vacciné,0
2021-11-02,60-69 ans,Vacciné 1 dose,0
2021-11-02,60-69 ans,Vacciné 2 doses,0
2021-11-02,70-79 ans,Non-vacciné,1
2021-11-02,70-79 ans,Vacciné 1 dose,0
2021-11-02,70-79 ans,Vacciné 2 doses,1
2021-11-02,80-89 ans,Non-vacciné,2
2021-11-02,80-89 ans,Vacciné 1 dose,0
2021-11-02,80-89 ans,Vacciné 2 doses,7
2021-11-02,90 ans et plus,Non-vacciné,0
2021-11-02,90 ans et plus,Vacciné 1 dose,0
2021-11-02,90 ans et plus,Vacciné 2 doses,2
2021-11-03,0-9 ans,0 à 4 ans,0
2021-11-03,0-9 ans,Non-vacciné,0
2021-11-03,0-9 ans,Vacciné 1 dose,0
2021-11-03,0-9 ans,Vacciné 2 doses,0
2021-11-03,10-19 ans,Non-vacciné,0
2021-11-03,10-19 ans,Vacciné 1 dose,0
2021-11-03,10-19 ans,Vacciné 2 doses,0
2021-11-03,20-29 ans,Non-vacciné,0
2021-11-03,20-29 ans,Vacciné 1 dose,0
2021-11-03,20-29 ans,Vacciné 2 doses,0
2021-11-03,30-39 ans,Non-vacciné,3
2021-11-03,30-39 ans,Vacciné 1 dose,0
2021-11-03,30-39 ans,Vacciné 2 doses,2
2021-11-03,40-49 ans,Non-vacciné,3
2021-11-03,40-49 ans,Vacciné 1 dose,0
2021-11-03,40-49 ans,Vacciné 2 doses,0
2021-11-03,50-59 ans,Non-vacciné,0
2021-11-03,50-59 ans,Vacciné 1 dose,0
2021-11-03,50-59 ans,Vacciné 2 doses,2
2021-11-03,60-69 ans,Non-vacciné,2
2021-11-03,60-69 ans,Vacciné 1 dose,0
2021-11-03,60-69 ans,Vacciné 2 doses,4
2021-11-03,70-79 ans,Non-vacciné,1
2021-11-03,70-79 ans,Vacciné 1 dose,1
2021-11-03,70-79 ans,Vacciné 2 doses,4
2021-11-03,80-89 ans,Non-vacciné,0
2021-11-03,80-89 ans,Vacciné 1 dose,0
2021-11-03,80-89 ans,Vacciné 2 doses,2
2021-11-03,90 ans et plus,Non-vacciné,0
2021-11-03,90 ans et plus,Vacciné 1 dose,0
2021-11-03,90 ans et plus,Vacciné 2 doses,4
2021-11-04,0-9 ans,0 à 4 ans,0
2021-11-04,0-9 ans,Non-vacciné,0
2021-11-04,0-9 ans,Vacciné 1 dose,0
2021-11-04,0-9 ans,Vacciné 2 doses,0
2021-11-04,10-19 ans,Non-vacciné,0
2021-11-04,10-19 ans,Vacciné 1 dose,0
2021-11-04,10-19 ans,Vacciné 2 doses,0
2021-11-04,20-29 ans,Non-vacciné,0
2021-11-04,20-29 ans,Vacciné 1 dose,0
2021-11-04,20-29 ans,Vacciné 2 doses,0
2021-11-04,30-39 ans,Non-vacciné,2
2021-11-04,30-39 ans,Vacciné 1 dose,0
2021-11-04,30-39 ans,Vacciné 2 doses,0
2021-11-04,40-49 ans,Non-vacciné,1
2021-11-04,40-49 ans,Vacciné 1 dose,0
2021-11-04,40-49 ans,Vacciné 2 doses,2
2021-11-04,50-59 ans,Non-vacciné,0
2021-11-04,50-59 ans,Vacciné 1 dose,0
2021-11-04,50-59 ans,Vacciné 2 doses,1
2021-11-04,60-69 ans,Non-vacciné,1
2021-11-04,60-69 ans,Vacciné 1 dose,0
2021-11-04,60-69 ans,Vacciné 2 doses,0
2021-11-04,70-79 ans,Non-vacciné,0
2021-11-04,70-79 ans,Vacciné 1 dose,0
2021-11-04,70-79 ans,Vacciné 2 doses,7
2021-11-04,80-89 ans,Non-vacciné,1
2021-11-04,80-89 ans,Vacciné 1 dose,0
2021-11-04,80-89 ans,Vacciné 2 doses,2
2021-11-04,90 ans et plus,Non-vacciné,0
2021-11-04,90 ans et plus,Vacciné 1 dose,0
2021-11-04,90 ans et plus,Vacciné 2 doses,0
2021-11-05,0-9 ans,0 à 4 ans,0
2021-11-05,0-9 ans,Non-vacciné,2
2021-11-05,0-9 ans,Vacciné 1 dose,0
2021-11-05,0-9 ans,Vacciné 2 doses,0
2021-11-05,10-19 ans,Non-vacciné,0
2021-11-05,10-19 ans,Vacciné 1 dose,0
2021-11-05,10-19 ans,Vacciné 2 doses,0
2021-11-05,20-29 ans,Non-vacciné,1
2021-11-05,20-29 ans,Vacciné 1 dose,0
2021-11-05,20-29 ans,Vacciné 2 doses,0
2021-11-05,30-39 ans,Non-vacciné,2
2021-11-05,30-39 ans,Vacciné 1 dose,0
2021-11-05,30-39 ans,Vacciné 2 doses,0
2021-11-05,40-49 ans,Non-vacciné,2
2021-11-05,40-49 ans,Vacciné 1 dose,0
2021-11-05,40-49 ans,Vacciné 2 doses,1
2021-11-05,50-59 ans,Non-vacciné,1
2021-11-05,50-59 ans,Vacciné 1 dose,0
2021-11-05,50-59 ans,Vacciné 2 doses,0
2021-11-05,60-69 ans,Non-vacciné,0
2021-11-05,60-69 ans,Vacciné 1 dose,0
2021-11-05,60-69 ans,Vacciné 2 doses,6
2021-11-05,70-79 ans,Non-vacciné,3
2021-11-05,70-79 ans,Vacciné 1 dose,0
