date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cases,cas_cum_tot_t,cas_quo_tot_t,cas_quo_lab_n,cas_quo_epi_n,new_cases,active_cases,act_cum_tot_t,cas_quo_tot_m,cas_quo_tot_tm,recovered,new_recovered,deaths,dec_cum_tot_t,dec_quo_tot_t,deaths_chsld,deaths_psr,deaths_home,deaths_other,new_deaths,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,dec_quo_tot_tm,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_tot_t,hos_quo_reg_n,hos_quo_si_n,hos_quo_tot_n,hos_quo_tot_m,psi_cum_tes_n,psi_cum_pos_n,negative_tests,psi_quo_pos_n,new_negative_tests,psi_quo_tes_n,psi_quo_pos_t,psi_cum_adm_n,hos_act_reg_n,hos_act_si_n,hos_act_tot_n,psi_heb_pos_t,hos_quo_si_t
2021-08-04,Région,RSS06,06 - Montréal,131113.0,2930.0,134043,6469.07,5.29,110.0,0.0,110,549,26.41,na,na,128153,38,4754,229.43,0.0,2934,692,923,205,0,0.0,0.0,0.0,0.0,na,na,8082.0,1707.0,9789.0,472.43,0.1,1.0,1.0,2.0,na,1129606.0,133874.0,995732.0,0.0,0,0.0,na,2810992.0,19.0,13.0,32.0,1.11,na
2021-08-05,Région,RSS06,06 - Montréal,131162.0,2931.0,134093,6471.48,2.65,55.0,0.0,55,561,26.99,na,na,128189,40,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8082.0,1707.0,9789.0,472.43,0.0,0.0,0.0,0.0,na,1131713.0,133974.0,997739.0,0.0,0,0.0,na,2817006.0,20.0,13.0,33.0,1.33,na
2021-08-07,Région,RSS06,06 - Montréal,131378.0,2929.0,134307,6481.81,4.09,84.0,1.0,85,697,33.53,na,na,128267,47,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,7922.0,1603.0,9525.0,459.69,0.0,0.0,0.0,0.0,na,19.0,12.0,31.0,1136415.0,134209,1002206.0,2830819.0,90.0,4938.0,5028.0,1.79,1.48,na
2021-08-08,Région,RSS06,06 - Montréal,131415.0,2929.0,134344,6483.59,1.78,37.0,0.0,37,665,31.99,na,na,128336,69,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,7923.0,1604.0,9527.0,459.78,0.1,1.0,1.0,2.0,na,1137056.0,134237.0,1002819.0,0.0,0,0.0,na,2832510.0,20.0,12.0,32.0,1.66,na
2021-08-09,Région,RSS06,06 - Montréal,131472.0,2930.0,134402,6486.39,1.35,27.0,1.0,28,644,30.98,na,na,128415,79,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8086.0,1709.0,9795.0,472.72,0.05,1.0,0.0,1.0,na,1138501.0,134292.0,1004209.0,0.0,0,0.0,na,2836900.0,23.0,15.0,38.0,1.37,na
2021-08-10,Région,RSS06,06 - Montréal,131610.0,2930.0,134540,6493.05,3.13,65.0,0.0,65,730,35.12,na,na,128467,51,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8089.0,1709.0,9798.0,472.86,0.0,0.0,0.0,0.0,na,1140611.0,134412.0,1006199.0,0.0,0,0.0,na,2843175.0,24.0,16.0,40.0,1.64,na
2021-08-11,Région,RSS06,06 - Montréal,131720.0,2929.0,134649,6498.31,3.22,67.0,0.0,67,789,37.96,na,na,128516,41,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8094.0,1712.0,9806.0,473.25,na,1.0,0.0,1.0,na,1143351.0,134507.0,1008844.0,0.0,0,0.0,na,2849871.0,29.0,20.0,49.0,1.62,0.0
2021-08-12,Région,RSS06,06 - Montréal,131873.0,2929.0,134802,6505.7,3.08,64.0,0.0,64,867,41.71,na,na,128591,76,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8095.0,1712.0,9807.0,473.3,na,0.0,0.0,0.0,na,1145026.0,134654.0,1010372.0,0.0,0,0.0,na,2855437.0,29.0,17.0,46.0,1.9,0.0
2021-08-15,Région,RSS06,06 - Montréal,132320.0,2929.0,135249,6527.27,2.79,58.0,0.0,58,1031,49.6,na,na,128874,102,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8099.0,1712.0,9811.0,473.49,na,1.0,0.0,1.0,na,1150451.0,135092.0,1015359.0,0.0,0,0.0,na,2871519.0,29.0,17.0,46.0,3.26,0.0
2021-08-16,Région,RSS06,06 - Montréal,132446.0,2928.0,135374,6533.3,2.31,48.0,0.0,48,1072,51.58,na,na,128958,84,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8103.0,1714.0,9817.0,473.78,0.14,3.0,0.0,3.0,na,1152147.0,135204.0,1016943.0,0.0,0,0.0,na,2876673.0,34.0,18.0,52.0,2.46,0.0
2021-08-17,Région,RSS06,06 - Montréal,132603.0,2928.0,135531,6540.88,3.13,65.0,0.0,65,1146,55.14,na,na,129041,88,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8102.0,1716.0,9818.0,473.83,0.05,1.0,0.0,1.0,na,1153711.0,135354.0,1018357.0,0.0,0,0.0,na,2882385.0,32.0,19.0,51.0,2.54,0.0
2021-08-18,Région,RSS06,06 - Montréal,132753.0,2928.0,135681,6548.12,2.98,62.0,0.0,62,1232,59.27,na,na,129106,72,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8103.0,1716.0,9819.0,473.88,0.05,1.0,0.0,1.0,na,1156138.0,135508.0,1020630.0,0.0,0,0.0,na,2888906.0,33.0,17.0,50.0,2.63,0.0
2021-08-19,Région,RSS06,06 - Montréal,132949.0,2927.0,135876,6557.53,3.56,74.0,0.0,74,1330,63.99,na,na,129203,101,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8103.0,1717.0,9820.0,473.92,0.0,0.0,0.0,0.0,na,1157889.0,135715.0,1022174.0,0.0,0,0.0,na,2895118.0,29.0,18.0,47.0,2.82,0.0
2021-08-22,Région,RSS06,06 - Montréal,133481.0,2927.0,136408,6583.21,3.18,66.0,0.0,66,1475,70.97,na,na,129591,149,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8114.0,1719.0,9833.0,474.55,0.0,0.0,0.0,0.0,na,1162075.0,136223.0,1025852.0,0.0,0,0.0,na,2910267.0,37.0,19.0,56.0,2.8,0.0
2021-08-23,Région,RSS06,06 - Montréal,133610.0,2930.0,136540,6589.58,3.46,71.0,1.0,72,1444,69.47,na,na,129754,163,4755,229.48,0.0,2934,692,924,205,0,0.0,0.0,0.0,0.0,na,na,8118.0,1719.0,9837.0,474.74,0.1,2.0,0.0,2.0,na,1163375.0,136348.0,1027027.0,0.0,0,0.0,na,2914467.0,39.0,18.0,57.0,2.95,0.0
2021-08-24,Région,RSS06,06 - Montréal,133803.0,2930.0,136733,6598.89,4.76,98.0,1.0,99,1502,72.26,na,na,129888,137,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8124.0,1722.0,9846.0,475.18,0.1,1.0,1.0,2.0,na,1164945.0,136551.0,1028394.0,0.0,0,0.0,na,2920718.0,42.0,21.0,63.0,3.13,0.05
2021-08-25,Région,RSS06,06 - Montréal,134029.0,2931.0,136960,6609.85,5.44,112.0,1.0,113,1621,77.99,na,na,129994,111,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8128.0,1724.0,9852.0,475.47,0.19,3.0,1.0,4.0,na,1167353.0,136777.0,1030576.0,0.0,0,0.0,na,2927844.0,45.0,24.0,69.0,3.26,0.05
2021-08-26,Région,RSS06,06 - Montréal,134232.0,2931.0,137163,6619.64,4.67,97.0,0.0,97,1647,79.24,na,na,130167,179,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8130.0,1724.0,9854.0,475.57,0.0,0.0,0.0,0.0,na,1169029.0,136980.0,1032049.0,0.0,0,0.0,na,2934180.0,45.0,24.0,69.0,3.28,0.0
2021-08-29,Région,RSS06,06 - Montréal,134802.0,2932.0,137734,6647.2,3.32,69.0,0.0,69,1663,80.01,na,na,130722,187,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8141.0,1728.0,9869.0,476.29,0.1,1.0,1.0,2.0,na,1173694.0,137482.0,1036212.0,0.0,0,0.0,na,2950612.0,40.0,28.0,68.0,2.57,0.05
2021-08-30,Région,RSS06,06 - Montréal,134934.0,2932.0,137866,6653.57,3.56,74.0,0.0,74,1633,78.57,na,na,130884,163,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8148.0,1729.0,9877.0,476.68,0.29,5.0,1.0,6.0,na,1175210.0,137614.0,1037596.0,0.0,0,0.0,na,2956075.0,46.0,26.0,72.0,2.46,0.05
2021-08-31,Région,RSS06,06 - Montréal,135176.0,2932.0,138108,6665.25,6.3,131.0,0.0,131,1744,83.91,na,na,131015,128,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8152.0,1731.0,9883.0,476.96,0.19,3.0,1.0,4.0,na,1177178.0,137863.0,1039315.0,0.0,0,0.0,na,2963175.0,48.0,30.0,78.0,2.97,0.05
2021-09-01,Région,RSS06,06 - Montréal,135406.0,2934.0,138340,6676.45,5.58,115.0,1.0,116,1845,88.77,na,na,131146,128,4756,229.53,0.0,2934,692,925,205,0,0.0,0.0,0.0,0.0,na,na,8153.0,1732.0,9885.0,477.06,0.05,1.0,0.0,1.0,na,1179575.0,138086.0,1041489.0,0.0,0,0.0,na,2969791.0,43.0,30.0,73.0,3.19,0.0
2021-09-02,Région,RSS06,06 - Montréal,135668.0,2934.0,138602,6689.09,5.2,108.0,0.0,108,1921,92.42,na,na,131330,181,4757,229.58,0.0,2934,692,926,205,0,0.0,0.0,0.0,0.0,na,na,8157.0,1736.0,9893.0,477.45,0.14,3.0,0.0,3.0,na,1181272.0,138321.0,1042951.0,0.0,0,0.0,na,2976065.0,52.0,31.0,83.0,3.48,0.0
