Date,Regroupement,Croisement,Nom,vac_quo_1_n,vac_quo_2_n,vac_cum_1_n,vac_cum_2_n,vac_quo_tot_n,vac_cum_tot_n,cvac_cum_tot_1_p
2021-02-13,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,760,38298,
2021-02-13,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1,34215,
2021-02-13,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,292,10661,
2021-02-13,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,436,31762,
2021-02-13,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,142,180122,
2021-02-13,Groupe prioritaire,TOT,Total,,,,,1631,295058,
2021-02-14,Région,RSS00,Inconnue,,,,,11,11890,4.097260653
2021-02-14,Région,RSS01,01 - Bas-Saint-Laurent,,,,,3,6369,3.218276229
2021-02-14,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,6,9769,3.546999198
2021-02-14,Région,RSS03,03 - Capitale-Nationale,,,,,6,26487,3.661004784
2021-02-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,1,14964,2.875967371
2021-02-14,Région,RSS05,05 - Estrie,,,,,1,12391,2.511963186
2021-02-14,Région,RSS06,06 - Montréal,,,,,43,58688,3.187673768
2021-02-14,Région,RSS07,07 - Outaouais,,,,,228,9299,2.446185763
2021-02-14,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,4,8159,5.578913436
2021-02-14,Région,RSS09,09 - Côte-Nord,,,,,585,13012,14.52047745
2021-02-14,Région,RSS10,10 - Nord-du-Québec,,,,,2,6528,49.20407393
2021-02-14,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,6,7638,8.390930035
2021-02-14,Région,RSS12,12 - Chaudière-Appalaches,,,,,0,13098,3.054939178
2021-02-14,Région,RSS13,13 - Laval,,,,,6,10471,2.457308078
2021-02-14,Région,RSS14,14 - Lanaudière,,,,,10,16414,3.141889554
2021-02-14,Région,RSS15,15 - Laurentides,,,,,2,16523,2.648435536
2021-02-14,Région,RSS16,16 - Montérégie,,,,,7,42965,3.053340238
2021-02-14,Région,RSS17,17 - Nunavik,,,,,0,2415,19.08680858
2021-02-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,8650,50.25175644
2021-02-14,Région,RSS98,Hors Québec,,,,,0,249,3112.5
2021-02-14,Région,RSS99,Ensemble du Québec,,,,,921,295979,3.479881982
2021-02-14,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,43,0.0023475
2021-02-14,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,460,189795,3.990272693
2021-02-14,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,145,28446,2.597730161
2021-02-14,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,97,23040,2.989767781
2021-02-14,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,219,54655,13.10601999
2021-02-14,Groupe d'âge 1,TOT,Total,,,,,921,295979,3.479881982
2021-02-14,Sexe,FEM,Féminin,,,,,530,206470,
2021-02-14,Sexe,INC,Inconnu,,,,,1,127,
2021-02-14,Sexe,MASC,Masculin,,,,,390,89382,
2021-02-14,Sexe,TOT,Total,,,,,921,295979,
2021-02-14,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,461,38759,
2021-02-14,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1,34216,
2021-02-14,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,181,10842,
2021-02-14,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,221,31983,
2021-02-14,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,57,180179,
2021-02-14,Groupe prioritaire,TOT,Total,,,,,921,295979,
2021-02-15,Région,RSS00,Inconnue,,,,,85,11975,4.126314333
2021-02-15,Région,RSS01,01 - Bas-Saint-Laurent,,,,,2,6371,3.219293383
2021-02-15,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,27,9796,3.556843871
2021-02-15,Région,RSS03,03 - Capitale-Nationale,,,,,35,26522,3.665734225
2021-02-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,26,14990,2.881002735
2021-02-15,Région,RSS05,05 - Estrie,,,,,50,12441,2.522161981
2021-02-15,Région,RSS06,06 - Montréal,,,,,798,59486,3.23110212
2021-02-15,Région,RSS07,07 - Outaouais,,,,,3,9302,2.446978606
2021-02-15,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,197,8356,5.71403096
2021-02-15,Région,RSS09,09 - Côte-Nord,,,,,928,13940,15.55861328
2021-02-15,Région,RSS10,10 - Nord-du-Québec,,,,,231,6759,50.9392682
2021-02-15,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,3,7641,8.394237023
2021-02-15,Région,RSS12,12 - Chaudière-Appalaches,,,,,6,13104,3.056346552
2021-02-15,Région,RSS13,13 - Laval,,,,,196,10667,2.503569953
2021-02-15,Région,RSS14,14 - Lanaudière,,,,,71,16485,3.155535738
2021-02-15,Région,RSS15,15 - Laurentides,,,,,93,16616,2.663425768
2021-02-15,Région,RSS16,16 - Montérégie,,,,,68,43033,3.058126038
2021-02-15,Région,RSS17,17 - Nunavik,,,,,128,2543,20.09179394
2021-02-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,44,8694,50.33957845
2021-02-15,Région,RSS98,Hors Québec,,,,,4,253,3162.5
2021-02-15,Région,RSS99,Ensemble du Québec,,,,,2995,298974,3.514826137
2021-02-15,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,43,0.0023475
2021-02-15,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1600,191395,4.023862631
2021-02-15,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,469,28915,2.638783671
2021-02-15,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,365,23405,3.036650044
2021-02-15,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,561,55216,13.24030199
2021-02-15,Groupe d'âge 1,TOT,Total,,,,,2995,298974,3.514826137
2021-02-15,Sexe,FEM,Féminin,,,,,1660,208130,
2021-02-15,Sexe,INC,Inconnu,,,,,0,127,
2021-02-15,Sexe,MASC,Masculin,,,,,1335,90717,
2021-02-15,Sexe,TOT,Total,,,,,2995,298974,
2021-02-15,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1270,40029,
2021-02-15,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,38,34254,
2021-02-15,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,371,11213,
2021-02-15,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,594,32577,
2021-02-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,722,180901,
2021-02-15,Groupe prioritaire,TOT,Total,,,,,2995,298974,
2021-02-16,Région,RSS00,Inconnue,,,,,34,12009,4.138074156
2021-02-16,Région,RSS01,01 - Bas-Saint-Laurent,,,,,3,6374,3.220819114
2021-02-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,23,9819,3.565230074
2021-02-16,Région,RSS03,03 - Capitale-Nationale,,,,,11,26533,3.666986136
2021-02-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,52,15042,2.891073462
2021-02-16,Région,RSS05,05 - Estrie,,,,,2,12443,2.522569933
2021-02-16,Région,RSS06,06 - Montréal,,,,,157,59643,3.239449529
2021-02-16,Région,RSS07,07 - Outaouais,,,,,7,9309,2.448828574
2021-02-16,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,240,8596,5.878641143
2021-02-16,Région,RSS09,09 - Côte-Nord,,,,,1091,15031,16.77238201
2021-02-16,Région,RSS10,10 - Nord-du-Québec,,,,,49,6808,51.30894002
2021-02-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,2,7643,8.396441681
2021-02-16,Région,RSS12,12 - Chaudière-Appalaches,,,,,7,13111,3.057519363
2021-02-16,Région,RSS13,13 - Laval,,,,,7,10674,2.505222163
2021-02-16,Région,RSS14,14 - Lanaudière,,,,,4,16489,3.156304537
2021-02-16,Région,RSS15,15 - Laurentides,,,,,9,16625,2.664876435
2021-02-16,Région,RSS16,16 - Montérégie,,,,,12,43045,3.058983196
2021-02-16,Région,RSS17,17 - Nunavik,,,,,130,2673,21.08886603
2021-02-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,87,8781,50.56791569
2021-02-16,Région,RSS98,Hors Québec,,,,,12,265,3312.5
2021-02-16,Région,RSS99,Ensemble du Québec,,,,,1939,300913,3.536833267
2021-02-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,43,0.0023475
2021-02-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,894,192289,4.042236433
2021-02-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,206,29121,2.65658247
2021-02-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,515,23920,3.100040147
2021-02-16,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,324,55540,13.31637902
2021-02-16,Groupe d'âge 1,TOT,Total,,,,,1939,300913,3.536833267
2021-02-16,Sexe,FEM,Féminin,,,,,1051,209181,
2021-02-16,Sexe,INC,Inconnu,,,,,0,127,
2021-02-16,Sexe,MASC,Masculin,,,,,888,91605,
2021-02-16,Sexe,TOT,Total,,,,,1939,300913,
2021-02-16,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1173,41202,
2021-02-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,3,34257,
2021-02-16,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,416,11629,
2021-02-16,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,215,32792,
2021-02-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,132,181033,
2021-02-16,Groupe prioritaire,TOT,Total,,,,,1939,300913,
2021-02-17,Région,RSS00,Inconnue,,,,,103,12112,4.173699502
2021-02-17,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,6374,3.220819114
2021-02-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,4,9823,3.566688544
2021-02-17,Région,RSS03,03 - Capitale-Nationale,,,,,12,26545,3.66865535
2021-02-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,3,15045,2.891654466
2021-02-17,Région,RSS05,05 - Estrie,,,,,13,12456,2.52522162
2021-02-17,Région,RSS06,06 - Montréal,,,,,418,60061,3.262200312
2021-02-17,Région,RSS07,07 - Outaouais,,,,,175,9484,2.495077765
2021-02-17,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,172,8768,5.995925898
2021-02-17,Région,RSS09,09 - Côte-Nord,,,,,693,15724,17.54762784
2021-02-17,Région,RSS10,10 - Nord-du-Québec,,,,,1,6809,51.31648435
2021-02-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,304,7947,8.731549765
2021-02-17,Région,RSS12,12 - Chaudière-Appalaches,,,,,3,13114,3.05822305
2021-02-17,Région,RSS13,13 - Laval,,,,,86,10760,2.525520741
2021-02-17,Région,RSS14,14 - Lanaudière,,,,,32,16521,3.162454929
2021-02-17,Région,RSS15,15 - Laurentides,,,,,390,17015,2.727416329
2021-02-17,Région,RSS16,16 - Montérégie,,,,,27,43072,3.060840372
2021-02-17,Région,RSS17,17 - Nunavik,,,,,48,2721,21.45287647
2021-02-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,92,8873,50.78454333
2021-02-17,Région,RSS98,Hors Québec,,,,,5,270,3375
2021-02-17,Région,RSS99,Ensemble du Québec,,,,,2581,303494,3.566562406
2021-02-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,43,0.0023475
2021-02-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1119,193408,4.065717601
2021-02-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,316,29437,2.683683153
2021-02-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,466,24386,3.15761949
2021-02-17,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,680,56220,13.47746912
2021-02-17,Groupe d'âge 1,TOT,Total,,,,,2581,303494,3.566562406
2021-02-17,Sexe,FEM,Féminin,,,,,1527,210708,
2021-02-17,Sexe,INC,Inconnu,,,,,2,129,
2021-02-17,Sexe,MASC,Masculin,,,,,1052,92657,
2021-02-17,Sexe,TOT,Total,,,,,2581,303494,
2021-02-17,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1048,42250,
2021-02-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,12,34269,
2021-02-17,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,439,12068,
2021-02-17,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,803,33595,
2021-02-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,279,181312,
2021-02-17,Groupe prioritaire,TOT,Total,,,,,2581,303494,
2021-02-18,Région,RSS00,Inconnue,,,,,290,12402,4.273657997
2021-02-18,Région,RSS01,01 - Bas-Saint-Laurent,,,,,7,6381,3.224379154
2021-02-18,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,6,9829,3.568876249
2021-02-18,Région,RSS03,03 - Capitale-Nationale,,,,,1590,28135,3.889826276
2021-02-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,35,15080,2.89843284
2021-02-18,Région,RSS05,05 - Estrie,,,,,1378,13834,2.804872576
2021-02-18,Région,RSS06,06 - Montréal,,,,,2398,62459,3.392921833
2021-02-18,Région,RSS07,07 - Outaouais,,,,,574,10058,2.64677511
2021-02-18,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,347,9115,6.233924787
2021-02-18,Région,RSS09,09 - Côte-Nord,,,,,924,16648,18.58128894
2021-02-18,Région,RSS10,10 - Nord-du-Québec,,,,,58,6867,51.73142211
2021-02-18,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,192,8139,8.943196975
2021-02-18,Région,RSS12,12 - Chaudière-Appalaches,,,,,57,13171,3.0715931
2021-02-18,Région,RSS13,13 - Laval,,,,,660,11420,2.681300525
2021-02-18,Région,RSS14,14 - Lanaudière,,,,,1490,18011,3.44767938
2021-02-18,Région,RSS15,15 - Laurentides,,,,,1152,18167,2.9129406
2021-02-18,Région,RSS16,16 - Montérégie,,,,,250,43322,3.078697834
2021-02-18,Région,RSS17,17 - Nunavik,,,,,232,2953,23.26501543
2021-02-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,78,8951,50.98946136
2021-02-18,Région,RSS98,Hors Québec,,,,,6,276,3450
2021-02-18,Région,RSS99,Ensemble du Québec,,,,,11724,315218,3.704352351
2021-02-18,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,44,0.00241654
2021-02-18,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,3325,196733,4.13558891
2021-02-18,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,911,30348,2.763911908
2021-02-18,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,2488,26874,3.478135697
2021-02-18,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,4999,61219,14.69228651
2021-02-18,Groupe d'âge 1,TOT,Total,,,,,11724,315218,3.704352351
2021-02-18,Sexe,FEM,Féminin,,,,,7747,218455,
2021-02-18,Sexe,INC,Inconnu,,,,,6,135,
2021-02-18,Sexe,MASC,Masculin,,,,,3971,96628,
2021-02-18,Sexe,TOT,Total,,,,,11724,315218,
2021-02-18,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1494,43744,
2021-02-18,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,25,34294,
2021-02-18,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,512,12580,
2021-02-18,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,7272,40867,
2021-02-18,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,2421,183733,
2021-02-18,Groupe prioritaire,TOT,Total,,,,,11724,315218,
2021-02-19,Région,RSS00,Inconnue,,,,,456,12858,4.431032097
2021-02-19,Région,RSS01,01 - Bas-Saint-Laurent,,,,,6,6387,3.227430617
2021-02-19,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,740,10569,3.838328593
2021-02-19,Région,RSS03,03 - Capitale-Nationale,,,,,1869,30004,4.149528238
2021-02-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,1531,16611,3.194163626
2021-02-19,Région,RSS05,05 - Estrie,,,,,1440,15274,3.097374014
2021-02-19,Région,RSS06,06 - Montréal,,,,,3831,66290,3.6018253
2021-02-19,Région,RSS07,07 - Outaouais,,,,,724,10782,2.837586057
2021-02-19,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,285,9400,6.429399379
2021-02-19,Région,RSS09,09 - Côte-Nord,,,,,362,17010,18.98625141
2021-02-19,Région,RSS10,10 - Nord-du-Québec,,,,,134,7001,52.74236137
2021-02-19,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,692,8831,9.704906467
2021-02-19,Région,RSS12,12 - Chaudière-Appalaches,,,,,1380,14551,3.395054489
2021-02-19,Région,RSS13,13 - Laval,,,,,632,12052,2.83047147
2021-02-19,Région,RSS14,14 - Lanaudière,,,,,1480,19491,3.731942832
2021-02-19,Région,RSS15,15 - Laurentides,,,,,1262,19429,3.116195253
2021-02-19,Région,RSS16,16 - Montérégie,,,,,1297,44619,3.171128056
2021-02-19,Région,RSS17,17 - Nunavik,,,,,133,3086,24.30165387
2021-02-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,33,8984,51.07728337
2021-02-19,Région,RSS98,Hors Québec,,,,,4,280,3500
2021-02-19,Région,RSS99,Ensemble du Québec,,,,,18291,333509,3.920071899
2021-02-19,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,7,51,0.0028308
2021-02-19,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,4257,200990,4.225084372
2021-02-19,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1421,31769,2.889576791
2021-02-19,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,3394,30268,3.915923594
2021-02-19,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,9212,70431,16.93667976
2021-02-19,Groupe d'âge 1,TOT,Total,,,,,18291,333509,3.920071899
2021-02-19,Sexe,FEM,Féminin,,,,,12773,231228,
2021-02-19,Sexe,INC,Inconnu,,,,,6,141,
2021-02-19,Sexe,MASC,Masculin,,,,,5512,102140,
2021-02-19,Sexe,TOT,Total,,,,,18291,333509,
2021-02-19,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1740,45484,
2021-02-19,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,131,34425,
2021-02-19,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,372,12952,
2021-02-19,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,12128,52995,
2021-02-19,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,3920,187653,
2021-02-19,Groupe prioritaire,TOT,Total,,,,,18291,333509,
2021-02-20,Région,RSS00,Inconnue,,,,,211,13069,4.504012175
2021-02-20,Région,RSS01,01 - Bas-Saint-Laurent,,,,,6,6393,3.23048208
2021-02-20,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,423,10992,3.992561803
2021-02-20,Région,RSS03,03 - Capitale-Nationale,,,,,1805,31809,4.400188621
2021-02-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,1157,17768,3.418043645
2021-02-20,Région,RSS05,05 - Estrie,,,,,1924,17198,3.486560028
2021-02-20,Région,RSS06,06 - Montréal,,,,,2531,68821,3.739748508
2021-02-20,Région,RSS07,07 - Outaouais,,,,,506,11288,2.970783726
2021-02-20,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,149,9549,6.531594867
2021-02-20,Région,RSS09,09 - Côte-Nord,,,,,55,17065,19.04777886
2021-02-20,Région,RSS10,10 - Nord-du-Québec,,,,,219,7220,54.38702377
2021-02-20,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,580,9411,10.34315509
2021-02-20,Région,RSS12,12 - Chaudière-Appalaches,,,,,931,15482,3.613197412
2021-02-20,Région,RSS13,13 - Laval,,,,,147,12199,2.865167876
2021-02-20,Région,RSS14,14 - Lanaudière,,,,,1099,20590,3.942593774
2021-02-20,Région,RSS15,15 - Laurentides,,,,,865,20294,3.255459346
2021-02-20,Région,RSS16,16 - Montérégie,,,,,2216,46835,3.329273737
2021-02-20,Région,RSS17,17 - Nunavik,,,,,14,3100,24.41243966
2021-02-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,1,8985,51.08313817
2021-02-20,Région,RSS98,Hors Québec,,,,,9,289,3612.5
2021-02-20,Région,RSS99,Ensemble du Québec,,,,,14848,348357,4.095147434
2021-02-20,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,52,0.00289985
2021-02-20,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,3062,204052,4.289127774
2021-02-20,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,1089,32858,2.986352168
2021-02-20,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,2810,33078,4.277511305
2021-02-20,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,7886,78317,18.85961735
2021-02-20,Groupe d'âge 1,TOT,Total,,,,,14848,348357,4.095147434
2021-02-20,Sexe,FEM,Féminin,,,,,10268,241496,
2021-02-20,Sexe,INC,Inconnu,,,,,1,142,
2021-02-20,Sexe,MASC,Masculin,,,,,4579,106719,
2021-02-20,Sexe,TOT,Total,,,,,14848,348357,
2021-02-20,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1463,46947,
2021-02-20,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,17,34442,
2021-02-20,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,74,13026,
2021-02-20,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,10397,63392,
2021-02-20,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,2897,190550,
2021-02-20,Groupe prioritaire,TOT,Total,,,,,14848,348357,
2021-02-21,Région,RSS00,Inconnue,,,,,169,13238,4.562465412
2021-02-21,Région,RSS01,01 - Bas-Saint-Laurent,,,,,1142,7535,3.809242881
2021-02-21,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,3,10995,3.993655655
2021-02-21,Région,RSS03,03 - Capitale-Nationale,,,,,1498,33307,4.608284034
2021-02-21,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,228,17996,3.462199912
2021-02-21,Région,RSS05,05 - Estrie,,,,,1636,18834,3.818836766
2021-02-21,Région,RSS06,06 - Montréal,,,,,1907,70728,3.84362738
2021-02-21,Région,RSS07,07 - Outaouais,,,,,769,12057,3.17322304
2021-02-21,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,0,9549,6.531594867
2021-02-21,Région,RSS09,09 - Côte-Nord,,,,,67,17132,19.12273048
2021-02-21,Région,RSS10,10 - Nord-du-Québec,,,,,0,7220,54.38702377
2021-02-21,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,3,9414,10.34646207
2021-02-21,Région,RSS12,12 - Chaudière-Appalaches,,,,,410,15892,3.708898824
2021-02-21,Région,RSS13,13 - Laval,,,,,76,12275,2.883106154
2021-02-21,Région,RSS14,14 - Lanaudière,,,,,993,21583,4.133448141
2021-02-21,Région,RSS15,15 - Laurentides,,,,,174,20468,3.283505587
2021-02-21,Région,RSS16,16 - Montérégie,,,,,42,46877,3.332130931
2021-02-21,Région,RSS17,17 - Nunavik,,,,,0,3100,24.41243966
2021-02-21,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,8985,51.08313817
2021-02-21,Région,RSS98,Hors Québec,,,,,10,299,3737.5
2021-02-21,Région,RSS99,Ensemble du Québec,,,,,9127,357484,4.202687921
2021-02-21,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,1,53,0.00296889
2021-02-21,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1212,205264,4.314304333
2021-02-21,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,659,33517,3.044667829
2021-02-21,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,2102,35180,4.549428433
2021-02-21,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,5153,83470,20.1140431
2021-02-21,Groupe d'âge 1,TOT,Total,,,,,9127,357484,4.202687921
2021-02-21,Sexe,FEM,Féminin,,,,,6242,247738,
2021-02-21,Sexe,INC,Inconnu,,,,,2,144,
2021-02-21,Sexe,MASC,Masculin,,,,,2883,109602,
2021-02-21,Sexe,TOT,Total,,,,,9127,357484,
2021-02-21,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,544,47491,
2021-02-21,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,23,34465,
2021-02-21,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,52,13078,
2021-02-21,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,7275,70667,
2021-02-21,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,1233,191783,
2021-02-21,Groupe prioritaire,TOT,Total,,,,,9127,357484,
2021-02-22,Région,RSS00,Inconnue,,,,,228,13466,4.641325401
2021-02-22,Région,RSS01,01 - Bas-Saint-Laurent,,,,,988,8523,4.3096828
2021-02-22,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,950,11945,4.339677678
2021-02-22,Région,RSS03,03 - Capitale-Nationale,,,,,1309,34616,4.789811114
2021-02-22,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,321,18317,3.523979952
2021-02-22,Région,RSS05,05 - Estrie,,,,,17,18851,3.822304357
2021-02-22,Région,RSS06,06 - Montréal,,,,,2147,72875,3.960600228
2021-02-22,Région,RSS07,07 - Outaouais,,,,,694,12751,3.356369835
2021-02-22,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,20,9569,6.545312382
2021-02-22,Région,RSS09,09 - Côte-Nord,,,,,27,17159,19.15293486
2021-02-22,Région,RSS10,10 - Nord-du-Québec,,,,,0,7220,54.38702377
2021-02-22,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,6,9420,10.35307605
2021-02-22,Région,RSS12,12 - Chaudière-Appalaches,,,,,1040,16932,3.952374474
2021-02-22,Région,RSS13,13 - Laval,,,,,487,12762,2.998052753
2021-02-22,Région,RSS14,14 - Lanaudière,,,,,767,22350,4.28086536
2021-02-22,Région,RSS15,15 - Laurentides,,,,,553,21021,3.372479868
2021-02-22,Région,RSS16,16 - Montérégie,,,,,2311,49188,3.496991018
2021-02-22,Région,RSS17,17 - Nunavik,,,,,50,3150,24.78436338
2021-02-22,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,17,9002,51.09484778
2021-02-22,Région,RSS98,Hors Québec,,,,,11,310,3875
2021-02-22,Région,RSS99,Ensemble du Québec,,,,,11943,369427,4.343327795
2021-02-22,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,6,59,0.00338316
2021-02-22,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1393,206657,4.343231945
2021-02-22,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,789,34306,3.114431963
2021-02-22,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,2771,37951,4.906129823
2021-02-22,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,6984,90454,21.81454593
